neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2,39,40.74658,-73.92007,0,42,30,1,0.38,103,1
0,20,40.7293,-73.95075,0,145,21,1,1.0,1,343
1,7,40.76099,-73.99554,1,160,30,0,0.0,13,310
2,81,40.74503,-73.87099,0,28,30,0,0.0,37,1
2,44,40.70896,-73.8956,0,42,30,2,0.6,23,204
2,44,40.70892,-73.89502,0,42,30,0,0.0,23,220
2,44,40.70813,-73.89664,0,42,30,2,1.62,23,208
2,44,40.70727,-73.89627,0,42,30,0,0.0,23,332
2,44,40.70906,-73.89511,0,37,30,1,0.29,23,318
4,59,40.88474,-73.90321,0,27,30,0,0.0,37,1
0,90,40.6348,-74.03788,1,155,28,0,0.0,1,339
1,14,40.74119,-73.99536,1,425,30,0,0.0,65,327
0,15,40.67692,-73.94038,2,26,20,2,0.75,2,49
0,12,40.71581,-73.95546,1,215,90,0,0.0,1,328
0,12,40.71682,-73.95446,0,66,182,0,0.0,1,157
1,26,40.74378,-73.97356,1,239,29,0,0.0,121,364
1,26,40.74361,-73.97523,1,239,29,0,0.0,121,364
1,26,40.74271,-73.97533,1,209,29,0,0.0,121,184
1,43,40.70399,-74.00908,1,306,90,0,0.0,232,281
0,13,40.68912,-73.97903,1,133,25,1,1.0,1,1
1,7,40.76188,-73.99925,1,250,30,0,0.0,2,342
1,8,40.7897,-73.97909,1,317,30,0,0.0,3,358
2,31,40.74482,-73.89256,0,35,30,0,0.0,15,61
0,76,40.61268,-73.98857,1,100,30,0,0.0,1,312
2,87,40.73288,-73.86438,1,108,210,0,0.0,1,270
1,28,40.77914,-73.95049,1,100,30,1,0.44,1,50
1,19,40.72704,-73.98916,0,55,30,0,0.0,9,365
1,19,40.72586,-73.98874,0,55,30,0,0.0,9,332
1,19,40.72625,-73.98884,0,55,30,0,0.0,9,340
1,5,40.7472,-73.97418,1,192,29,0,0.0,327,363
1,5,40.74898,-73.97534,1,202,29,0,0.0,327,365
1,5,40.74927,-73.9739,1,169,29,2,0.6,327,332
1,5,40.74706,-73.97594,1,200,29,0,0.0,327,311
1,5,40.74864,-73.97407,1,169,29,1,0.48,327,220
1,5,40.74915,-73.97557,1,172,29,2,0.75,327,338
1,5,40.74781,-73.97601,1,202,29,1,0.47,327,338
1,5,40.74725,-73.97404,1,160,29,0,0.0,327,318
1,5,40.74918,-73.97379,1,204,29,0,0.0,327,158
1,2,40.8242,-73.95106,1,112,30,0,0.0,1,365
1,18,40.8647,-73.92353,0,29,30,0,0.0,37,1
2,118,40.76813,-73.84542,1,60,30,0,0.0,1,121
1,11,40.7354,-74.00208,0,2850,100,0,0.0,1,270
1,7,40.76259,-73.98667,1,190,30,0,0.0,65,365
1,28,40.77903,-73.95071,1,210,30,0,0.0,65,364
1,71,40.76193,-73.98573,1,310,30,0,0.0,65,338
1,28,40.77883,-73.9505,1,206,30,0,0.0,33,217
0,12,40.71304,-73.96729,1,107,30,1,0.55,1,53
1,23,40.71936,-73.98402,1,500,30,0,0.0,1,81
3,215,40.54857,-74.17628,1,83,30,3,0.9,1,316
0,21,40.70094,-73.93013,0,35,90,0,0.0,1,326
1,23,40.72088,-73.99312,0,86,30,0,0.0,4,310
1,23,40.71933,-73.99431,0,76,30,0,0.0,4,339
1,28,40.78028,-73.95528,1,149,30,0,0.0,1,62
1,9,40.71358,-73.99091,1,150,30,7,1.84,2,88
2,81,40.74063,-73.87732,0,33,29,1,1.0,7,34
1,64,40.72004,-73.99486,0,62,30,0,0.0,5,249
2,44,40.70083,-73.90802,0,47,35,0,0.0,10,331
1,64,40.72158,-73.9941,0,62,30,0,0.0,5,188
2,44,40.70296,-73.90602,0,47,35,0,0.0,10,365
2,44,40.70075,-73.90741,0,47,45,0,0.0,10,330
2,44,40.69903,-73.90961,1,150,28,0,0.0,1,197
1,52,40.72927,-74.00003,1,146,30,1,0.23,1,89
1,19,40.72956,-73.98113,1,161,30,18,4.22,5,204
1,1,40.76607,-73.9826,1,140,30,1,0.35,4,327
1,68,40.73512,-73.98614,1,235,30,0,0.0,65,242
1,64,40.72033,-73.99527,0,66,30,1,0.36,5,125
2,44,40.70246,-73.90604,0,47,30,0,0.0,10,340
1,19,40.72621,-73.99028,0,59,30,0,0.0,9,310
1,64,40.72013,-73.99524,0,59,30,0,0.0,5,125
2,44,40.70285,-73.90798,0,47,30,0,0.0,10,290
2,44,40.70124,-73.90774,0,47,30,0,0.0,10,323
0,21,40.68491,-73.91324,1,85,30,1,0.25,26,312
1,64,40.72106,-73.99501,0,67,30,0,0.0,5,137
1,14,40.75114,-73.99831,1,123,30,0,0.0,1,341
1,23,40.72064,-73.99305,0,73,30,0,0.0,4,364
1,52,40.73251,-73.99602,1,130,80,0,0.0,1,214
1,52,40.72781,-74.00039,1,185,30,0,0.0,1,342
1,28,40.77671,-73.95516,1,280,30,0,0.0,96,332
1,1,40.75619,-73.9654,1,135,30,0,0.0,96,306
0,15,40.66779,-73.92875,1,100,44,0,0.0,2,53
2,25,40.74479,-73.94997,1,107,31,2,0.9,1,133
2,31,40.74228,-73.90049,0,43,30,0,0.0,103,215
2,56,40.75547,-73.91539,0,48,20,2,0.91,3,1
1,53,40.71919,-73.99654,1,120,60,1,0.39,1,37
2,81,40.73878,-73.87711,0,32,30,0,0.0,37,1
0,70,40.66954,-73.89575,0,35,180,0,0.0,13,189
0,12,40.71107,-73.96449,0,55,30,0,0.0,1,87
2,81,40.73534,-73.87767,0,35,29,3,0.87,5,2
0,6,40.67899,-73.93548,1,160,100,0,0.0,1,1
2,46,40.70225,-73.81546,1,129,30,0,0.0,1,348
1,7,40.76651,-73.98752,1,202,30,1,0.77,96,327
1,7,40.76237,-73.99202,1,160,30,1,0.58,20,332
2,31,40.74683,-73.90654,0,50,30,0,0.0,103,94
1,5,40.74422,-73.97309,1,174,29,0,0.0,327,312
1,5,40.74436,-73.97223,1,192,29,0,0.0,327,329
1,68,40.73379,-73.98605,1,130,30,0,0.0,2,342
1,5,40.74769,-73.97592,1,165,29,1,0.59,327,342
1,5,40.74467,-73.97188,1,160,29,1,0.63,327,345
0,15,40.67729,-73.95697,1,146,28,2,0.77,1,24
2,44,40.70881,-73.89689,0,42,30,1,0.79,23,37
2,44,40.70899,-73.89494,0,42,30,2,0.86,23,225
1,23,40.71923,-73.99336,0,74,30,0,0.0,4,332
1,19,40.73018,-73.97981,0,60,60,0,0.0,1,147
1,7,40.76077,-74.0002,1,302,30,0,0.0,121,364
1,7,40.76168,-73.9996,1,350,30,0,0.0,121,364
1,7,40.76212,-73.9981,1,350,30,0,0.0,121,364
1,8,40.78334,-73.97927,1,120,30,1,0.75,1,311
2,44,40.70912,-73.89685,0,42,30,3,0.86,23,311
2,44,40.70725,-73.89473,0,45,30,1,1.0,23,309
1,18,40.86428,-73.92199,0,27,29,1,0.77,37,32
0,6,40.69348,-73.94757,2,30,18,8,1.89,1,27
1,19,40.72789,-73.98557,0,82,30,1,0.51,8,364
1,11,40.7406,-74.0062,1,217,105,0,0.0,2,85
0,6,40.69239,-73.94884,1,120,28,0,0.0,2,264
0,21,40.69319,-73.90547,0,53,30,0,0.0,3,142
1,30,40.83588,-73.94095,1,199,30,0,0.0,1,98
2,39,40.74874,-73.91315,0,35,30,0,0.0,103,191
0,82,40.5765,-73.9685,1,84,30,0,0.0,1,1
0,24,40.65974,-73.96134,1,108,29,0,0.0,1,1
2,56,40.76317,-73.92208,0,75,21,0,0.0,1,1
1,18,40.86411,-73.92353,0,33,30,0,0.0,37,1
1,18,40.86423,-73.92348,0,33,29,1,0.79,37,32
1,5,40.74851,-73.97431,1,165,29,0,0.0,327,341
1,19,40.72981,-73.98638,0,55,30,0,0.0,8,310
1,11,40.73598,-74.0048,1,168,30,4,1.85,1,47
1,5,40.7494,-73.9784,1,220,30,6,1.94,1,135
1,11,40.7304,-74.00301,1,321,30,0,0.0,232,310
1,26,40.74068,-73.97848,0,40,30,0,0.0,1,83
0,24,40.6622,-73.96208,1,130,30,0,0.0,1,129
1,5,40.74896,-73.97521,1,212,29,0,0.0,327,330
1,1,40.75544,-73.9829,1,177,29,0,0.0,327,354
1,71,40.75731,-73.98326,1,177,29,1,1.0,327,343
0,21,40.68624,-73.9144,1,80,30,2,0.5,26,317
0,6,40.67721,-73.91404,0,47,30,0,0.0,5,317
1,2,40.82195,-73.95572,0,52,30,1,1.0,2,365
0,12,40.711,-73.96218,1,200,180,0,0.0,1,365
0,21,40.69387,-73.91826,0,33,30,0,0.0,2,54
1,7,40.76186,-73.99714,1,446,30,0,0.0,232,325
0,73,40.58546,-73.9457,1,150,21,0,0.0,1,81
1,28,40.78331,-73.94646,1,99,30,0,0.0,5,332
1,19,40.7295,-73.98327,1,133,30,0,0.0,4,151
4,169,40.81731,-73.89052,0,35,21,0,0.0,4,341
0,21,40.69987,-73.92638,0,35,20,1,1.0,1,24
0,15,40.6745,-73.92612,0,60,30,0,0.0,1,126
1,8,40.77348,-73.97994,1,370,30,0,0.0,1,352
1,8,40.77912,-73.98029,1,220,30,1,0.75,1,189
0,21,40.69977,-73.93966,2,35,30,0,0.0,14,341
0,21,40.7008,-73.9394,2,45,30,0,0.0,14,364
0,21,40.70001,-73.93914,0,64,30,0,0.0,14,338
0,21,40.70106,-73.93895,0,80,30,0,0.0,14,342
1,14,40.74286,-73.99436,1,209,29,0,0.0,327,326
1,8,40.77872,-73.98435,1,112,30,0,0.0,1,52
1,19,40.72997,-73.98553,0,62,30,0,0.0,8,341
1,19,40.72841,-73.98615,0,62,30,1,0.77,8,325
1,19,40.72932,-73.98474,0,68,30,0,0.0,8,336
1,19,40.72843,-73.98581,0,62,30,1,0.71,8,310
1,19,40.72821,-73.98633,0,62,30,0,0.0,8,310
1,43,40.70754,-74.00683,1,195,30,13,4.59,1,174
0,33,40.68252,-73.99089,1,143,30,0,0.0,1,181
2,44,40.70078,-73.9072,0,60,35,1,0.3,1,64
1,71,40.76057,-73.98455,1,343,30,0,0.0,232,311
0,21,40.69995,-73.93933,0,64,30,0,0.0,14,364
1,28,40.77991,-73.95267,1,117,30,0,0.0,91,311
0,21,40.70002,-73.94054,2,35,30,1,0.26,14,341
1,43,40.7069,-74.00606,1,195,30,17,5.1,1,203
1,1,40.74885,-73.98698,1,260,30,1,0.46,96,343
1,1,40.75032,-73.97143,1,175,30,0,0.0,96,342
1,7,40.76291,-73.9875,1,250,30,0,0.0,96,303
1,1,40.74909,-73.98657,1,170,30,1,0.51,96,345
2,47,40.72355,-73.87456,1,100,30,1,0.77,1,323
0,21,40.70107,-73.93934,2,35,30,1,0.35,14,341
1,19,40.72849,-73.98576,0,82,30,0,0.0,8,365
0,21,40.70007,-73.93899,2,35,30,0,0.0,14,341
0,21,40.70028,-73.93952,2,35,30,0,0.0,14,333
1,8,40.80031,-73.96775,0,70,21,1,0.86,12,119
1,9,40.7142,-73.99254,1,150,30,3,1.25,1,33
1,1,40.76582,-73.97958,1,399,30,3,1.32,1,303
1,2,40.81476,-73.94723,1,75,30,1,0.77,1,13
1,18,40.86507,-73.92348,0,35,29,0,0.0,37,31
0,6,40.67657,-73.91146,1,80,30,0,0.0,1,312
1,8,40.77424,-73.98827,1,260,30,7,2.73,25,274
1,8,40.80044,-73.96176,1,190,30,1,0.45,16,310
1,23,40.71171,-73.99077,1,125,30,1,0.68,2,46
0,24,40.65953,-73.96059,1,150,30,0,0.0,1,278
1,7,40.76043,-73.99132,1,4100,30,0,0.0,3,180
0,67,40.58822,-73.97294,1,85,30,1,0.31,6,347
1,26,40.74079,-73.9775,1,263,30,0,0.0,232,332
1,19,40.72853,-73.98173,1,89,30,0,0.0,1,1
1,1,40.76054,-73.96449,1,130,30,1,1.0,2,148
1,14,40.75183,-73.99633,1,140,30,0,0.0,1,167
2,39,40.74149,-73.92327,1,131,30,0,0.0,1,182
1,28,40.77385,-73.94733,0,58,28,3,1.03,1,1
1,19,40.7275,-73.98838,1,125,30,0,0.0,1,97
1,28,40.77039,-73.95812,1,180,30,1,0.47,13,325
1,71,40.75966,-73.9862,1,175,29,0,0.0,327,335
1,71,40.76147,-73.98589,1,177,29,2,0.85,327,354
1,14,40.75426,-73.99848,1,140,120,0,0.0,1,255
1,2,40.81212,-73.94341,0,37,30,0,0.0,103,223
1,19,40.73284,-73.9865,0,65,30,0,0.0,1,38
0,29,40.67953,-73.97334,0,70,20,1,0.49,1,1
3,208,40.55105,-74.1366,1,55,30,2,0.82,1,1
0,6,40.69295,-73.94494,1,80,90,0,0.0,1,41
1,8,40.80131,-73.96596,0,37,50,0,0.0,1,1
0,6,40.68073,-73.95749,0,52,180,0,0.0,1,85
0,21,40.70031,-73.94077,2,35,30,0,0.0,14,311
1,1,40.75191,-73.9698,1,140,30,0,0.0,96,311
0,73,40.58692,-73.94235,0,79,30,0,0.0,2,216
0,21,40.70087,-73.93904,2,35,30,0,0.0,4,1
0,21,40.70115,-73.93931,2,35,30,0,0.0,4,1
0,21,40.69995,-73.93884,0,64,30,0,0.0,4,1
2,44,40.70154,-73.90752,0,47,30,0,0.0,10,365
2,44,40.70302,-73.9063,0,47,30,0,0.0,10,365
2,44,40.70103,-73.90613,0,47,30,0,0.0,10,365
1,28,40.78378,-73.95606,1,105,31,0,0.0,2,249
0,6,40.6881,-73.92843,0,39,30,0,0.0,5,145
2,37,40.7384,-73.83052,1,132,30,0,0.0,1,342
1,43,40.70613,-74.01583,1,135,35,0,0.0,1,105
1,1,40.74526,-73.98163,0,48,30,1,0.75,1,1
1,1,40.74482,-73.98367,1,5100,30,1,1.0,2,343
1,8,40.78536,-73.97543,1,133,30,0,0.0,91,312
1,1,40.75577,-73.96727,1,142,30,0,0.0,91,310
0,21,40.70103,-73.93979,0,80,30,1,0.46,4,364
1,4,40.79889,-73.9393,1,160,90,0,0.0,1,140
1,23,40.7204,-73.98371,1,180,30,5,1.76,5,193
2,39,40.73872,-73.92678,0,35,30,0,0.0,1,1
1,2,40.82857,-73.95161,1,175,30,0,0.0,1,5
1,2,40.82254,-73.9501,1,110,30,0,0.0,1,102
1,8,40.78232,-73.97575,1,140,30,1,0.42,1,74
1,2,40.8309,-73.94308,1,200,60,0,0.0,1,219
0,34,40.66949,-73.99112,1,85,30,2,1.07,1,100
1,132,40.73351,-73.97798,1,130,60,0,0.0,1,243
1,8,40.77112,-73.98964,1,1000,31,0,0.0,1,103
2,56,40.75744,-73.91839,1,115,30,1,0.77,1,311
1,19,40.72344,-73.98479,1,250,30,0,0.0,2,221
1,19,40.72735,-73.98917,0,62,30,0,0.0,9,325
1,27,40.72029,-74.00033,0,67,30,0,0.0,1,50
1,14,40.7425,-73.99443,1,260,29,0,0.0,327,365
0,12,40.71285,-73.96535,1,190,30,0,0.0,2,188
0,6,40.68592,-73.92695,1,120,31,1,0.51,2,155
0,22,40.63866,-73.96735,1,78,30,1,1.0,1,279
0,12,40.71379,-73.94104,0,47,27,1,0.45,1,323
1,50,40.74394,-73.99094,1,439,30,0,0.0,232,278
1,68,40.73823,-73.98343,1,348,30,0,0.0,232,331
1,28,40.7786,-73.95208,1,206,30,1,1.0,33,311
1,23,40.72028,-73.98794,1,123,30,1,0.77,1,96
1,28,40.77721,-73.95222,1,206,30,0,0.0,33,189
1,1,40.74875,-73.98675,1,334,30,0,0.0,232,311
1,4,40.78722,-73.94482,2,40,22,1,1.0,1,12
1,43,40.70429,-74.00714,1,332,90,0,0.0,232,115
1,26,40.73948,-73.97973,1,150,30,0,0.0,13,327
2,49,40.77832,-73.90604,0,53,20,0,0.0,3,1
1,71,40.76142,-73.98629,1,212,29,0,0.0,327,349
1,77,40.71859,-74.00459,1,299,31,3,1.06,1,165
0,84,40.68176,-73.89402,0,85,30,0,0.0,1,98
1,2,40.82479,-73.94218,1,125,30,0,0.0,1,242
1,71,40.76112,-73.98663,1,217,29,1,0.75,327,337
1,71,40.76122,-73.98583,1,182,29,0,0.0,327,333
1,71,40.75948,-73.98615,1,152,29,1,0.6,327,193
1,71,40.76149,-73.98633,1,219,29,0,0.0,327,346
1,71,40.75923,-73.9865,1,207,29,0,0.0,327,331
1,1,40.75967,-73.96786,1,120,30,0,0.0,1,159
0,12,40.71095,-73.96717,1,183,30,0,0.0,5,249
0,54,40.65565,-73.92705,0,40,30,1,0.45,2,344
1,28,40.77139,-73.95651,1,290,30,1,0.57,13,283
2,56,40.76019,-73.90934,0,40,30,0,0.0,1,170
1,71,40.75942,-73.98602,1,309,30,0,0.0,232,214
1,71,40.76118,-73.98625,1,240,30,0,0.0,232,239
1,71,40.7609,-73.98594,1,240,30,0,0.0,232,189
1,71,40.75938,-73.98749,1,219,30,0,0.0,232,14
0,12,40.71993,-73.96395,1,400,180,0,0.0,1,310
1,1,40.74472,-73.98526,1,306,30,2,1.3,1,320
0,12,40.71948,-73.96376,1,150,30,1,0.42,1,160
0,15,40.66784,-73.95798,0,68,30,1,0.43,7,251
1,7,40.75813,-73.99818,0,100,90,0,0.0,1,160
1,71,40.76008,-73.98721,1,227,29,0,0.0,327,365
1,71,40.76072,-73.98582,1,244,29,1,0.88,327,363
1,28,40.7644,-73.9633,1,164,29,0,0.0,327,221
1,28,40.76291,-73.96448,1,150,29,2,1.02,327,220
0,21,40.69198,-73.91168,0,48,30,0,0.0,103,267
1,71,40.75943,-73.98675,1,271,30,0,0.0,232,316
1,1,40.76223,-73.97588,1,159,60,0,0.0,91,353
1,19,40.72235,-73.97772,1,165,30,0,0.0,2,56
1,19,40.72236,-73.97689,1,140,26,0,0.0,2,46
0,84,40.68935,-73.87254,1,150,30,0,0.0,6,17
0,10,40.66052,-73.9811,0,50,30,0,0.0,1,1
0,40,40.70416,-73.98999,1,250,30,0,0.0,2,365
0,40,40.70238,-73.99181,1,250,30,0,0.0,2,1
1,53,40.7203,-73.99663,1,139,31,4,1.52,1,139
1,28,40.78582,-73.95546,1,145,31,1,0.77,2,304
1,71,40.76061,-73.98589,1,353,30,0,0.0,232,337
0,6,40.68807,-73.95426,0,4200,114,0,0.0,1,347
0,15,40.66623,-73.92874,1,100,50,0,0.0,2,225
2,31,40.74496,-73.90779,0,59,30,0,0.0,103,252
0,12,40.71092,-73.96717,1,249,30,0,0.0,5,222
0,6,40.69054,-73.92793,0,36,30,0,0.0,6,58
1,28,40.77203,-73.95344,2,75,30,0,0.0,3,365
1,28,40.77181,-73.953,2,78,30,1,0.63,3,365
1,28,40.77019,-73.95449,2,75,30,0,0.0,3,331
1,8,40.79961,-73.95961,0,60,30,0,0.0,32,362
1,8,40.7999,-73.95962,0,60,30,1,1.0,32,314
1,8,40.79848,-73.95983,0,60,30,0,0.0,32,328
1,8,40.79834,-73.96117,0,60,30,1,0.79,32,335
1,8,40.80004,-73.96066,0,60,30,0,0.0,32,334
1,8,40.79972,-73.96107,0,60,30,0,0.0,32,342
1,8,40.79812,-73.96082,0,60,30,0,0.0,32,341
1,8,40.80037,-73.9594,0,60,30,0,0.0,32,311
1,8,40.79863,-73.96103,0,60,30,0,0.0,32,348
1,8,40.80035,-73.96106,0,60,30,0,0.0,32,250
1,8,40.79995,-73.96139,0,60,30,0,0.0,32,83
1,8,40.80006,-73.96095,0,60,30,0,0.0,32,37
1,8,40.80036,-73.96075,0,60,30,0,0.0,32,51
0,15,40.66945,-73.95717,0,64,30,1,1.0,7,94
0,15,40.66999,-73.95959,0,65,30,1,0.45,7,237
0,16,40.67093,-73.97555,1,101,60,0,0.0,2,32
2,81,40.7387,-73.8771,0,33,30,0,0.0,37,31
0,6,40.69077,-73.92667,0,36,30,0,0.0,6,38
0,21,40.68773,-73.91039,0,88,28,5,2.73,1,24
2,39,40.73614,-73.92068,0,35,30,0,0.0,103,245
1,2,40.819,-73.94568,1,160,29,0,0.0,1,1
1,14,40.74945,-73.99511,1,99,31,4,1.45,1,165
0,6,40.6794,-73.94996,0,34,30,0,0.0,1,40
1,52,40.7277,-74.00104,1,129,31,7,2.8,1,167
1,8,40.78548,-73.97078,1,352,30,0,0.0,232,202
1,19,40.7284,-73.99053,0,61,30,3,1.76,1,84
2,44,40.70913,-73.89486,0,34,30,0,0.0,23,324
2,44,40.7081,-73.89507,0,34,30,0,0.0,23,278
2,44,40.70722,-73.89614,0,34,30,1,0.68,23,281
2,44,40.70775,-73.89472,0,34,30,0,0.0,23,201
0,6,40.68682,-73.93493,1,130,29,1,1.0,2,283
0,6,40.69116,-73.92658,0,35,30,1,0.52,3,53
0,6,40.68492,-73.9334,1,135,20,2,1.5,2,285
0,6,40.6908,-73.92784,0,35,30,1,1.0,3,53
0,6,40.68938,-73.9263,0,35,30,0,0.0,3,54
1,28,40.76458,-73.96759,1,159,31,9,3.42,1,157
2,31,40.74506,-73.90602,0,56,30,0,0.0,103,242
2,44,40.7093,-73.8954,0,34,30,0,0.0,23,252
2,44,40.70893,-73.89636,0,34,30,0,0.0,23,243
2,44,40.70897,-73.89663,0,34,30,0,0.0,23,335
2,44,40.70762,-73.89526,0,34,30,0,0.0,23,317
2,44,40.70862,-73.89536,0,34,30,0,0.0,23,314
2,44,40.70876,-73.89704,0,34,30,0,0.0,23,322
0,21,40.69764,-73.91585,0,62,17,2,0.78,1,21
2,44,40.70769,-73.89641,0,34,30,1,1.0,23,325
2,44,40.70885,-73.89634,0,34,30,0,0.0,23,136
2,44,40.70937,-73.89702,0,34,30,0,0.0,23,192
2,44,40.70807,-73.89483,0,34,30,0,0.0,23,322
0,21,40.69174,-73.90811,0,40,30,0,0.0,1,365
1,11,40.73198,-74.00526,1,149,31,5,1.92,1,219
0,12,40.71093,-73.95815,1,250,31,1,1.0,1,90
1,1,40.75563,-73.9691,1,200,28,0,0.0,1,82
1,8,40.80337,-73.96511,0,69,20,0,0.0,1,1
0,12,40.70631,-73.94467,0,72,30,0,0.0,3,333
1,14,40.74483,-73.99649,0,110,30,0,0.0,1,145
0,12,40.7062,-73.94237,0,72,30,0,0.0,3,318
0,12,40.70709,-73.9426,0,73,30,0,0.0,3,364
0,15,40.66981,-73.95734,0,68,30,2,0.92,7,226
1,8,40.77341,-73.9812,1,166,17,0,0.0,1,102
0,12,40.72114,-73.96307,1,125,20,1,1.0,1,122
1,8,40.80237,-73.96695,1,120,20,0,0.0,2,95
1,1,40.74546,-73.98679,1,377,30,0,0.0,232,341
1,1,40.74403,-73.98701,1,274,30,0,0.0,232,353
1,26,40.7385,-73.982,1,314,30,0,0.0,232,337
1,26,40.73905,-73.98225,1,314,30,0,0.0,232,338
1,9,40.71692,-73.9947,1,239,31,3,1.76,1,176
1,2,40.82361,-73.94599,0,59,25,3,1.17,1,24
1,7,40.75364,-73.99291,1,149,31,4,1.85,1,135
0,15,40.66977,-73.95725,0,68,30,2,2.0,7,246
0,15,40.67155,-73.95854,0,66,30,2,1.0,7,223
1,26,40.73859,-73.98218,1,89,360,0,0.0,4,364
0,15,40.67058,-73.9573,0,68,30,1,0.6,7,226
1,7,40.75662,-73.99333,0,500,31,1,0.5,3,1
1,7,40.7574,-73.99395,0,500,31,2,0.82,3,1
1,19,40.72388,-73.97902,1,245,30,0,0.0,1,16
1,19,40.72935,-73.9826,1,130,30,1,1.0,1,115
1,45,40.80665,-73.96062,1,115,31,0,0.0,1,57
1,7,40.76245,-73.99831,1,198,30,0,0.0,1,28
1,8,40.78537,-73.97456,1,190,30,0,0.0,8,157
4,133,40.83908,-73.86042,1,70,93,0,0.0,1,134
0,79,40.64296,-74.0056,0,24,60,0,0.0,1,71
0,90,40.63233,-74.01796,0,60,31,0,0.0,1,90
1,7,40.76303,-73.98894,1,149,30,2,0.9,1,148
1,43,40.70803,-74.00639,1,100,29,0,0.0,327,325
1,43,40.70722,-74.00499,1,164,29,0,0.0,327,328
1,45,40.80495,-73.96439,0,50,60,0,0.0,1,72
1,2,40.81622,-73.94276,0,38,30,0,0.0,103,247
0,22,40.63981,-73.96534,1,120,90,0,0.0,1,49
1,19,40.7272,-73.98993,0,73,30,0,0.0,9,364
1,7,40.76229,-73.99994,0,199,30,0,0.0,2,140
1,43,40.70845,-74.00472,1,164,29,0,0.0,327,327
1,28,40.76654,-73.95825,0,38,30,0,0.0,6,39
1,4,40.791,-73.94807,0,38,30,1,0.77,6,44
1,28,40.77348,-73.94601,0,37,30,1,1.0,6,76
0,24,40.65629,-73.95177,0,36,120,0,0.0,1,365
2,31,40.74152,-73.90314,0,67,30,1,0.57,103,1
0,75,40.61859,-74.03644,0,60,28,0,0.0,1,263
1,19,40.72754,-73.99025,0,63,30,1,0.55,1,18
2,31,40.74123,-73.90152,0,59,30,0,0.0,103,247
2,31,40.74165,-73.90155,0,59,30,1,1.0,103,260
1,77,40.71691,-74.00511,1,267,30,0,0.0,232,283
1,14,40.74269,-73.99911,1,316,30,0,0.0,232,323
1,43,40.7066,-74.00872,1,229,30,0,0.0,232,333
1,43,40.70586,-74.00904,1,262,30,0,0.0,232,325
0,12,40.71041,-73.96327,0,58,30,0,0.0,5,341
0,12,40.71037,-73.96317,0,58,30,0,0.0,5,338
0,12,40.70944,-73.96472,0,58,30,0,0.0,5,342
0,12,40.70887,-73.96249,0,58,30,0,0.0,5,333
0,12,40.70954,-73.96284,0,58,30,0,0.0,5,308
0,21,40.69072,-73.91891,0,40,30,0,0.0,1,189
1,53,40.71803,-73.99835,0,59,30,0,0.0,3,35
2,31,40.74807,-73.9028,1,79,30,0,0.0,1,333
1,8,40.78893,-73.97591,1,350,20,0,0.0,1,33
2,31,40.74654,-73.90776,0,60,30,0,0.0,103,215
1,77,40.71633,-74.00521,1,426,30,0,0.0,232,321
1,53,40.7191,-73.99671,1,150,30,0,0.0,91,312
1,71,40.75923,-73.98669,1,222,29,0,0.0,327,221
0,21,40.70043,-73.92266,1,70,30,0,0.0,1,1
1,71,40.76118,-73.98635,1,699,29,0,0.0,327,365
4,182,40.85595,-73.88519,0,27,30,0,0.0,1,68
1,14,40.74618,-73.9963,1,380,25,0,0.0,1,353
1,71,40.76152,-73.98587,1,157,29,0,0.0,327,340
1,71,40.75942,-73.98727,1,699,29,0,0.0,327,332
2,31,40.74625,-73.90311,1,99,30,1,0.77,1,333
1,64,40.72169,-73.99642,1,150,30,11,4.65,1,40
1,28,40.76514,-73.96176,0,38,30,1,0.79,6,43
0,15,40.67648,-73.93881,0,33,30,0,0.0,1,45
1,8,40.77435,-73.98761,1,139,20,0,0.0,2,18
1,14,40.74285,-73.99595,1,277,29,0,0.0,327,365
1,71,40.7601,-73.98675,1,699,29,0,0.0,327,333
1,5,40.74455,-73.97162,1,162,29,0,0.0,327,341
1,43,40.708,-74.01485,0,52,25,0,0.0,1,99
1,9,40.71661,-73.99275,1,176,30,1,1.0,1,339
1,7,40.76166,-73.99691,1,182,29,0,0.0,327,302
2,44,40.70666,-73.90779,0,30,21,0,0.0,1,73
1,28,40.7639,-73.96432,1,150,29,0,0.0,327,220
1,7,40.76061,-73.9967,1,189,29,0,0.0,327,334
1,5,40.7484,-73.97544,1,200,29,0,0.0,327,342
1,7,40.7618,-73.9979,1,185,29,0,0.0,327,332
1,7,40.76241,-73.99606,1,182,29,0,0.0,327,319
1,5,40.74461,-73.97349,1,190,29,0,0.0,327,261
1,7,40.76218,-73.99646,1,189,29,0,0.0,327,333
1,7,40.76182,-73.996,1,187,29,0,0.0,327,331
1,5,40.74787,-73.97457,1,202,29,0,0.0,327,355
2,39,40.74627,-73.92027,0,43,30,0,0.0,103,216
1,5,40.74883,-73.9752,1,200,29,0,0.0,327,365
1,5,40.74421,-73.97221,1,190,29,0,0.0,327,345
1,7,40.76198,-73.99644,1,184,29,0,0.0,327,334
1,7,40.76229,-73.99628,1,187,29,0,0.0,327,335
2,56,40.75593,-73.91276,0,2000,365,0,0.0,2,1
1,71,40.76089,-73.9862,1,215,29,0,0.0,327,342
